system:index,Area,Area%,Crop Type,CropID,ETa,ETa90,ETblue,ETcv,ETcv_blue,ETgreen,Name,Precip,RETmax,RETmin,Season,TBP,TBP_P,status,year,.geo
2_00000000000000000021,1341.7166818419378,29.3,Class4,34,393,517,160,0.14274506206635462,0.39324161460959717,233,Ong,69,,,3,3447,5135,IRRIGATED,2022,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
2_00000000000000000013,41.66988339493994,0.3,Other Irrigated (Less Water Intensive),15,252,352,27,0.04234814008008007,0.4741028366273812,220,Ong,120,,,2,7042,9890,IRRIGATED,2022,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
2_00000000000000000009,20.909661400376855,0.2,Other Irrigated (High Water Intensive),14,337,366,123,0.13123189100161747,0.6413610654045564,213,Ong,1243,,,1,4461,4598,IRRIGATED,2022,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
2_0000000000000000000a,224.7888073979545,1.7,Other Irrigated (Less Water Intensive),15,280,304,65,0.13123189100161747,0.6413610654045564,212,Ong,1216,,,1,5013,5306,IRRIGATED,2022,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
2_00000000000000000000,4785.711703859355,35.9,Kharif Crop,1,448,513,44,0.09529197941957057,0.8363308104946219,393,Ong,1207,,,0,10384,12905,IRRIGATED,2022,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
2_00000000000000000003,4069.1683853299755,30.5,Double Crop Kharif/Zaid,5,855,1019,213,0.09529197941957057,0.8363308104946219,633,Ong,1272,,,0,13787,16439,IRRIGATED,2022,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
2_00000000000000000005,597.4153494179369,4.5,Perennial Crops,8,1036,1189,241,0.09529197941957057,0.8363308104946219,783,Ong,1460,,,0,18323,20254,IRRIGATED,2022,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_1_2_00000000000000000009,1596.0865662609854,13.6,Paddy,2,212,244,0,,,211,Ong,1158,0.9543526761995411,0.4141999938312242,1,4793,,RAINFED,2018,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_1_2_00000000000000000010,490.6895275464317,4.2,Class1,31,217,246,0,,,215,Ong,1255,0.9009194575577062,0.4232892137282442,1,5039,,RAINFED,2018,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_1_2_00000000000000000012,327.26933558292455,2.8,Class4,34,225,302,0,,,217,Ong,1303,0.9285427444500186,0.4931412338198654,1,5071,,RAINFED,2018,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_1_2_00000000000000000014,611.3278897975722,5.9,Paddy,2,202,220,0,,,192,Ong,51,0.9544136535200107,0.9178874435806135,2,5126,,RAINFED,2018,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_1_2_00000000000000000019,524.9981206915519,5.0,Class1,31,195,206,0,,,190,Ong,51,0.910558928164926,0.9089886587713261,2,4683,,RAINFED,2018,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_1_2_0000000000000000001b,368.6011065488236,3.5,Class4,34,238,320,0,,,224,Ong,57,0.9239357527752267,0.909440582304623,2,6439,,RAINFED,2018,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_2_0000000000000000000e,1871.1957558742301,14.0,Paddy,2,180,210,0,,,182,Ong,1038,0.9349388351948522,0.32583569244909205,1,3281,,RAINFED,2019,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_2_00000000000000000015,1024.7573964617382,7.7,Class1,31,191,228,0,,,185,Ong,1132,0.9192753621169459,0.3523279721721172,1,3474,,RAINFED,2019,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_2_00000000000000000017,2611.0197078524147,19.6,Class4,34,197,234,0,,,190,Ong,1208,0.9309567472201753,0.3636095776692845,1,3496,,RAINFED,2019,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_2_00000000000000000019,978.733455799238,7.6,Paddy,2,184,212,0,,,175,Ong,94,0.9366463716363905,0.9330742083197813,2,5081,,RAINFED,2019,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_2_0000000000000000001e,1159.5291868817365,9.0,Class1,31,188,276,0,,,181,Ong,93,0.925152601270122,0.9025025523140441,2,5125,,RAINFED,2019,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_2_00000000000000000020,2096.6907208323864,16.2,Class4,34,237,318,0,,,220,Ong,98,0.9284986999834239,0.8536542845789447,2,6684,,RAINFED,2019,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_2_0000000000000000000c,2373.118031853396,22.6,Paddy,2,173,244,0,,,202,Ong,1146,0.948586775421601,0.5356696081573853,1,2659,,RAINFED,2020,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_2_00000000000000000013,905.2144998913458,8.6,Class1,31,202,288,0,,,220,Ong,1305,0.8978885510753709,0.5422080299045421,1,2991,,RAINFED,2020,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_2_00000000000000000015,205.05315007698496,2.0,Class4,34,217,298,0,,,227,Ong,1376,0.9205901474420444,0.6261362970778424,1,3254,,RAINFED,2020,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_2_00000000000000000017,847.0538295055496,8.8,Paddy,2,199,248,0,,,190,Ong,94,0.9486973821352163,0.922534361034333,2,4286,,RAINFED,2020,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_2_0000000000000000001c,886.0351860266397,9.2,Class1,31,215,268,0,,,208,Ong,92,0.9031269312019065,0.9027614687840553,2,4724,,RAINFED,2020,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_2_0000000000000000001e,177.92077258367482,1.8,Class4,34,255,338,0,,,240,Ong,100,0.9227615667459076,0.8963206278098055,2,5733,,RAINFED,2020,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_2_0000000000000000000d,2209.5633261469347,24.9,Paddy,2,143,194,0,,,152,Ong,756,0.9443019608937341,0.39162543763697333,1,2449,,RAINFED,2021,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_2_00000000000000000013,889.402393452304,10.0,Class1,31,142,202,0,,,151,Ong,799,0.9040631632038625,0.3594774971876253,1,2492,,RAINFED,2021,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_2_00000000000000000015,347.7133856999923,3.9,Class4,34,158,220,0,,,159,Ong,890,0.9346708011147984,0.3846831470167469,1,2710,,RAINFED,2021,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_2_00000000000000000017,540.8361471194096,6.3,Paddy,2,205,262,0,,,194,Ong,87,0.9440891839339335,0.9212572692097336,2,4665,,RAINFED,2021,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_2_0000000000000000001c,752.4332880740994,8.8,Class1,31,207,292,0,,,199,Ong,88,0.9089278573089777,0.908008313121375,2,4793,,RAINFED,2021,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_2_0000000000000000001e,188.52867359409996,2.2,Class4,34,242,308,0,,,228,Ong,98,0.9357341949748562,0.9230349380565208,2,5941,,RAINFED,2021,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
2_00000000000000000008,3518.2430903164964,26.5,Paddy,2,193,238,0,,,195,Ong,990,0.9440525532664833,0.42638760298181255,1,3581,,RAINFED,2022,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
2_0000000000000000000e,791.5888101989119,6.0,Class1,31,206,248,0,,,210,Ong,1193,0.8950488209784304,0.49147649476428984,1,3955,,RAINFED,2022,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
2_00000000000000000010,854.0389755895817,6.4,Class4,34,217,270,0,,,211,Ong,1206,0.920556176401825,0.46146678808057406,1,4095,,RAINFED,2022,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
2_00000000000000000012,1669.093914278696,13.4,Paddy,2,200,250,0,,,192,Ong,120,0.9443240777219831,0.9315769045599471,2,5419,,RAINFED,2022,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
2_00000000000000000017,935.3514569153647,7.5,Class1,31,204,266,0,,,200,Ong,118,0.9203022424416216,0.8948640203628133,2,5466,,RAINFED,2022,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
2_00000000000000000019,860.1491147692093,6.9,Class4,34,254,344,0,,,238,Ong,128,0.9342257319775243,0.9028997846553132,2,7079,,RAINFED,2022,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_1_2_00000000000000000001,2248.5740852476265,19.1,Kharif Crop,1,388,469,0,,,377,Ong,1301,,,0,8815,,RAINFED,2018,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_1_2_00000000000000000003,10.83452999284034,0.1,Double Crop Kharif/Rabi,4,418,569,0,,,394,Ong,1184,,,0,9845,,RAINFED,2018,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_1_2_00000000000000000005,44.94227648422544,0.4,Double Crop Kharif/Zaid,5,733,1003,0,,,632,Ong,1363,,,0,11556,,RAINFED,2018,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_1_2_00000000000000000007,122.0393288249835,1.0,Perennial Crops,8,1012,1185,0,,,806,Ong,1513,,,0,19070,,RAINFED,2018,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_1_2_0000000000000000000b,13.135225005517109,0.1,Other Irrigated (High Water Intensive),14,340,388,0,,,210,Ong,1296,,,1,6662,,RAINFED,2018,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_1_2_0000000000000000000d,54.42986862309774,0.5,Other Irrigated (Less Water Intensive),15,266,308,0,,,209,Ong,1264,,,1,5810,,RAINFED,2018,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_1_2_0000000000000000000e,1586.7493723030846,13.5,Other Unirrigated,17,221,264,0,,,213,Ong,1247,,,1,4919,,RAINFED,2018,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_1_2_00000000000000000016,33.87761543363383,0.3,Other Irrigated (Less Water Intensive),15,260,344,0,,,222,Ong,57,,,2,7359,,RAINFED,2018,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_1_2_00000000000000000017,1321.1550478978857,12.7,Other Unirrigated,17,193,212,0,,,186,Ong,50,,,2,4657,,RAINFED,2018,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_1_2_0000000000000000001d,23.214123270491054,0.9,Other Irrigated (High Water Intensive),14,290,577,0,,,182,Ong,59,,,3,2281,,RAINFED,2018,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_1_2_0000000000000000001f,7.85480742360433,0.3,Other Irrigated (Less Water Intensive),15,147,370,0,,,118,Ong,32,,,3,1338,,RAINFED,2018,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_1_2_00000000000000000020,53.5577476306212,2.0,Other Unirrigated,17,258,329,0,,,219,Ong,50,,,3,2748,,RAINFED,2018,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_1_2_00000000000000000022,4.089816318272608,0.2,Class1,31,239,456,0,,,189,Ong,56,,,3,1963,,RAINFED,2018,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_1_2_00000000000000000024,55.82565243488086,2.1,Class4,34,407,529,0,,,291,Ong,95,,,3,3451,,RAINFED,2018,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_2_00000000000000000001,2020.1563731826618,14.8,Kharif Crop,1,369,469,0,,,357,Ong,1214,,,0,8102,,RAINFED,2019,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_2_00000000000000000003,39.735976500746766,0.3,Rabi Crop,2,246,606,0,,,227,Ong,115,,,0,5780,,RAINFED,2019,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_2_00000000000000000006,42.77574484712791,0.3,Double Crop Kharif/Rabi,4,351,473,0,,,324,Ong,1012,,,0,7588,,RAINFED,2019,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_2_00000000000000000008,279.8173172019509,2.1,Double Crop Kharif/Zaid,5,663,811,0,,,595,Ong,1410,,,0,11485,,RAINFED,2019,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_2_0000000000000000000c,738.9094244378218,5.4,Perennial Crops,8,934,1057,0,,,778,Ong,1519,,,0,18414,,RAINFED,2019,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_2_00000000000000000010,17.898486158761408,0.1,Other Irrigated (High Water Intensive),14,329,408,0,,,180,Ong,1201,,,1,4883,,RAINFED,2019,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_2_00000000000000000012,103.48927470282173,0.8,Other Irrigated (Less Water Intensive),15,223,272,0,,,183,Ong,1176,,,1,3932,,RAINFED,2019,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_2_00000000000000000013,851.1217292789347,6.4,Other Unirrigated,17,182,226,0,,,181,Ong,1098,,,1,3267,,RAINFED,2019,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_2_0000000000000000001b,115.70220411026,0.9,Other Irrigated (Less Water Intensive),15,287,346,0,,,240,Ong,99,,,2,8476,,RAINFED,2019,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_2_0000000000000000001c,634.2227402436133,4.9,Other Unirrigated,17,175,216,0,,,173,Ong,92,,,2,4632,,RAINFED,2019,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_2_00000000000000000022,60.95088096732346,0.7,Other Irrigated (High Water Intensive),14,360,525,0,,,238,Ong,117,,,3,5007,,RAINFED,2019,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_2_00000000000000000024,51.878162759704544,0.6,Other Irrigated (Less Water Intensive),15,160,404,0,,,130,Ong,61,,,3,2208,,RAINFED,2019,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_2_00000000000000000025,130.89135847991642,1.6,Other Unirrigated,17,281,368,0,,,246,Ong,101,,,3,3643,,RAINFED,2019,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_2_00000000000000000027,58.641946626081285,0.7,Class1,31,280,425,0,,,229,Ong,116,,,3,3483,,RAINFED,2019,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_1_2_00000000000000000029,558.1647271656952,6.8,Class4,34,368,445,0,,,289,Ong,147,,,3,4894,,RAINFED,2019,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_2_00000000000000000001,4062.360047245448,38.4,Kharif Crop,1,373,485,0,,,383,Ong,1263,,,0,6656,,RAINFED,2020,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_2_00000000000000000002,13.218432097559917,0.1,Rabi Crop,2,179,277,0,,,177,Ong,88,,,0,3666,,RAINFED,2020,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_2_00000000000000000004,34.23743011091046,0.3,Double Crop Kharif/Rabi,4,309,457,0,,,309,Ong,1062,,,0,5188,,RAINFED,2020,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_2_00000000000000000006,102.84125619908349,1.0,Double Crop Kharif/Zaid,5,664,875,0,,,573,Ong,1545,,,0,10216,,RAINFED,2020,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_2_0000000000000000000a,55.763782093179756,0.5,Perennial Crops,8,954,1173,0,,,780,Ong,1742,,,0,15452,,RAINFED,2020,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_2_0000000000000000000e,21.134234922742653,0.2,Other Irrigated (High Water Intensive),14,348,396,0,,,226,Ong,1362,,,1,5401,,RAINFED,2020,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_2_00000000000000000010,38.90102755974565,0.4,Other Irrigated (Less Water Intensive),15,278,340,0,,,218,Ong,1307,,,1,4125,,RAINFED,2020,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_2_00000000000000000011,3058.305420932251,29.2,Other Unirrigated,17,186,272,0,,,202,Ong,1141,,,1,2702,,RAINFED,2020,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_2_00000000000000000019,18.0524704260972,0.2,Other Irrigated (Less Water Intensive),15,262,370,0,,,229,Ong,99,,,2,6127,,RAINFED,2020,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_2_0000000000000000001a,3098.1632103702614,32.2,Other Unirrigated,17,189,212,0,,,182,Ong,91,,,2,4052,,RAINFED,2020,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_2_00000000000000000020,22.176328235081687,1.0,Other Irrigated (High Water Intensive),14,225,513,0,,,121,Ong,93,,,3,2021,,RAINFED,2020,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_2_00000000000000000022,5.011163183533912,0.2,Other Irrigated (Less Water Intensive),15,131,307,0,,,105,Ong,81,,,3,1264,,RAINFED,2020,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_2_00000000000000000023,21.677386609380385,0.9,Other Unirrigated,17,184,269,0,,,148,Ong,111,,,3,1915,,RAINFED,2020,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_2_00000000000000000025,13.05028394908232,0.6,Class1,31,182,352,0,,,130,Ong,109,,,3,1443,,RAINFED,2020,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_1_2_00000000000000000027,26.770086610517303,1.2,Class4,34,308,473,0,,,202,Ong,157,,,3,2888,,RAINFED,2020,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_2_00000000000000000001,1975.2109936388172,21.9,Kharif Crop,1,331,421,0,,,333,Ong,881,,,0,6621,,RAINFED,2021,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_2_00000000000000000003,48.51582410658591,0.5,Rabi Crop,2,204,269,0,,,195,Ong,90,,,0,4645,,RAINFED,2021,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_2_00000000000000000005,47.07614321609197,0.5,Double Crop Kharif/Rabi,4,346,473,0,,,345,Ong,928,,,0,7308,,RAINFED,2021,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_2_00000000000000000007,29.198353668308638,0.3,Double Crop Kharif/Zaid,5,661,914,0,,,540,Ong,1054,,,0,10214,,RAINFED,2021,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_2_0000000000000000000b,87.11364442807663,1.0,Perennial Crops,8,762,1037,0,,,634,Ong,1289,,,0,14556,,RAINFED,2021,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_2_00000000000000000010,28.491664179843067,0.3,Other Irrigated (Less Water Intensive),15,200,264,0,,,156,Ong,898,,,1,3460,,RAINFED,2021,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_2_00000000000000000011,1210.1905492695957,13.6,Other Unirrigated,17,142,214,0,,,153,Ong,801,,,1,2450,,RAINFED,2021,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_2_00000000000000000019,31.297163569976192,0.4,Other Irrigated (Less Water Intensive),15,271,346,0,,,231,Ong,97,,,2,7068,,RAINFED,2021,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_2_0000000000000000001a,1122.0597397971321,13.1,Other Unirrigated,17,188,210,0,,,182,Ong,83,,,2,4153,,RAINFED,2021,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_2_00000000000000000020,33.28836097401636,1.3,Other Irrigated (High Water Intensive),14,238,553,0,,,120,Ong,89,,,3,1729,,RAINFED,2021,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_2_00000000000000000022,3.054623627801035,0.1,Other Irrigated (Less Water Intensive),15,170,310,0,,,135,Ong,40,,,3,2209,,RAINFED,2021,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_2_00000000000000000023,111.09905247129551,4.4,Other Unirrigated,17,212,225,0,,,174,Ong,34,,,3,3004,,RAINFED,2021,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_2_00000000000000000025,8.326642641314338,0.3,Class1,31,182,349,0,,,143,Ong,52,,,3,2325,,RAINFED,2021,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
1_2_00000000000000000027,13.54364148318122,0.5,Class4,34,231,445,0,,,161,Ong,83,,,3,2564,,RAINFED,2021,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
2_00000000000000000001,3414.257932228677,25.6,Kharif Crop,1,390,465,0,,,382,Ong,1262,,,0,8612,,RAINFED,2022,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
2_00000000000000000002,11.58976670091517,0.1,Double Crop Kharif/Rabi,4,353,526,0,,,354,Ong,1260,,,0,7424,,RAINFED,2022,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
2_00000000000000000004,333.0978827875141,2.5,Double Crop Kharif/Zaid,5,780,947,0,,,642,Ong,1395,,,0,13826,,RAINFED,2022,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
2_00000000000000000006,111.56162604068525,0.8,Perennial Crops,8,1010,1161,0,,,785,Ong,1483,,,0,18518,,RAINFED,2022,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
2_0000000000000000000b,45.91825923031375,0.3,Other Irrigated (Less Water Intensive),15,253,300,0,,,205,Ong,1159,,,1,4578,,RAINFED,2022,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
2_0000000000000000000c,2118.2302448585524,16.0,Other Unirrigated,17,213,260,0,,,206,Ong,1149,,,1,3951,,RAINFED,2022,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
2_00000000000000000014,31.317262127607734,0.3,Other Irrigated (Less Water Intensive),15,283,376,0,,,245,Ong,131,,,2,7999,,RAINFED,2022,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
2_00000000000000000015,1727.2668330108108,13.9,Other Unirrigated,17,189,208,0,,,184,Ong,114,,,2,4842,,RAINFED,2022,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
2_0000000000000000001b,69.66169185894833,1.5,Other Irrigated (High Water Intensive),14,230,541,0,,,126,Ong,38,,,3,2121,,RAINFED,2022,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
2_0000000000000000001d,14.419729761888089,0.3,Other Irrigated (Less Water Intensive),15,136,312,0,,,102,Ong,28,,,3,1180,,RAINFED,2022,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
2_0000000000000000001e,37.67258332722384,0.8,Other Unirrigated,17,246,329,0,,,194,Ong,52,,,3,2058,,RAINFED,2022,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
2_00000000000000000020,25.447042903002572,0.6,Class1,31,233,369,0,,,157,Ong,45,,,3,1820,,RAINFED,2022,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
2_00000000000000000022,180.6642165044238,3.9,Class4,34,321,445,0,,,205,Ong,60,,,3,2758,,RAINFED,2022,"{""type"":""Point"",""coordinates"":[72.0,-40.0]}"
